CustomerID,TotalSpent,NumOrders,AvgOrderValue,LastPurchase
14646.0,280206.01999999984,73,134.97399807321764,2011-12-08 12:12:00
18102.0,259657.30000000005,60,602.4531322505802,2011-12-09 11:50:00
17450.0,194550.79000000007,46,577.302047477745,2011-12-01 13:29:00
16446.0,168472.5,2,56157.5,2011-12-09 09:15:00
14911.0,143825.05999999944,201,25.34362290748889,2011-12-08 15:54:00
12415.0,124914.52999999975,21,174.95032212885118,2011-11-15 14:22:00
14156.0,117379.6299999998,55,83.84259285714272,2011-11-30 10:54:00
17511.0,91062.37999999996,31,94.56114226375905,2011-12-07 10:12:00
16029.0,81024.84000000001,63,334.81338842975214,2011-11-01 10:27:00
12346.0,77183.6,1,77183.6,2011-01-18 10:01:00
16684.0,66653.56,28,240.6265703971119,2011-12-05 14:06:00
14096.0,65164.78999999966,17,12.74990999804337,2011-12-05 17:17:00
13694.0,65039.620000000024,50,114.50637323943667,2011-12-06 09:32:00
15311.0,60767.90000000011,91,25.543463640185,2011-12-09 12:00:00
13089.0,58825.83000000013,97,32.357442244224494,2011-12-07 09:02:00
17949.0,58510.48,45,835.864,2011-12-08 18:46:00
15769.0,56252.72000000001,26,432.71323076923085,2011-12-02 13:52:00
15061.0,54534.140000000014,48,135.3204466501241,2011-12-06 12:06:00
14298.0,51527.299999999974,44,31.476664630421485,2011-12-01 13:12:00
14088.0,50491.81,13,85.7246349745331,2011-11-29 16:16:00
15749.0,44534.3,3,4453.43,2011-04-18 13:20:00
12931.0,42055.95999999999,15,512.8775609756096,2011-11-18 12:39:00
17841.0,40991.57000000008,124,5.223852427679378,2011-12-08 12:07:00
15098.0,39916.5,3,13305.5,2011-06-10 15:33:00
13798.0,37153.84999999998,57,106.45802292263603,2011-12-08 15:51:00
16013.0,37130.6,47,267.126618705036,2011-12-06 10:36:00
16422.0,34684.400000000016,51,93.9956639566396,2011-11-22 14:00:00
12748.0,33719.730000000316,209,7.338352557127381,2011-12-09 12:20:00
15838.0,33643.08,19,201.45556886227547,2011-11-28 14:00:00
17404.0,31906.819999999992,15,161.14555555555552,2011-12-05 16:26:00
17389.0,31833.680000000015,34,149.45389671361508,2011-12-09 09:38:00
13098.0,28882.440000000013,28,50.493776223776244,2011-12-08 14:14:00
14680.0,28754.11,16,111.45003875968993,2011-11-14 16:59:00
13081.0,28337.38000000005,11,27.673222656250047,2011-11-28 10:54:00
13408.0,28117.039999999983,62,58.822259414225904,2011-12-08 09:05:00
17857.0,26879.039999999997,23,497.75999999999993,2011-12-05 13:13:00
16333.0,26626.8,22,591.7066666666667,2011-12-02 12:19:00
13777.0,25977.15999999998,33,131.86375634517756,2011-12-09 12:25:00
12753.0,21429.39,6,108.77862944162436,2011-11-17 10:52:00
12744.0,21279.289999999994,7,95.85265765765763,2011-10-19 11:18:00
16210.0,21086.299999999996,18,171.4333333333333,2011-12-08 12:36:00
17675.0,20374.27999999997,31,28.899687943262368,2011-12-08 18:03:00
17381.0,20275.60999999999,29,186.01477064220174,2011-12-01 11:59:00
15039.0,19914.439999999966,47,13.258615179760296,2011-11-30 11:31:00
12471.0,19824.049999999945,30,43.0957608695651,2011-12-07 15:43:00
12731.0,18895.910000000003,12,68.96317518248176,2011-11-16 11:59:00
15159.0,18641.010000000017,30,26.254943661971854,2011-12-08 12:05:00
12901.0,17654.539999999997,28,152.19431034482756,2011-12-01 10:07:00
12678.0,17628.460000000003,12,106.83915151515153,2011-10-28 13:04:00
14031.0,17286.859999999997,19,69.14743999999999,2011-12-02 17:13:00
17428.0,17256.850000000002,28,52.612347560975614,2011-12-09 09:45:00
13767.0,17220.360000000008,37,46.79445652173915,2011-12-07 15:00:00
13881.0,17159.519999999993,20,96.40179775280895,2011-12-06 12:50:00
16839.0,16594.34999999998,34,62.384774436090154,2011-12-01 09:03:00
12921.0,16587.09000000002,37,23.037625000000027,2011-11-30 16:22:00
14607.0,16569.5,14,192.66860465116278,2011-11-24 10:35:00
15856.0,16387.570000000003,27,25.407085271317836,2011-12-05 17:09:00
17677.0,16363.229999999998,30,53.8264144736842,2011-12-08 09:56:00
15189.0,16225.390000000009,41,76.53485849056608,2011-12-08 13:22:00
14051.0,15610.389999999989,23,74.33519047619042,2011-12-09 10:20:00
15513.0,14758.219999999998,19,47.91629870129869,2011-11-06 14:36:00
16133.0,14589.039999999997,33,43.162840236686385,2011-12-06 11:24:00
14866.0,14389.900000000007,12,145.3525252525253,2011-11-29 11:45:00
16705.0,14034.989999999989,20,51.981444444444406,2011-12-09 12:08:00
12681.0,13787.54,22,21.610564263322885,2011-11-25 11:33:00
12621.0,13689.67,20,29.31406852248394,2011-12-08 11:25:00
12540.0,13400.23999999999,17,28.03397489539747,2011-11-20 11:31:00
12433.0,13375.869999999992,7,31.847309523809503,2011-12-09 10:02:00
15498.0,13316.399999999992,27,26.008593749999985,2011-12-07 12:48:00
12477.0,13219.73999999999,6,44.06579999999997,2011-11-17 09:51:00
17735.0,13110.019999999991,19,19.000028985507235,2011-12-07 16:47:00
16525.0,13027.450000000008,26,71.18825136612027,2011-12-07 15:07:00
14258.0,12669.979999999996,9,114.14396396396393,2011-11-30 15:27:00
13078.0,12627.94,26,35.27357541899441,2011-12-06 15:36:00
12536.0,12601.830000000005,3,48.28287356321841,2011-10-27 14:20:00
15640.0,12515.659999999982,15,25.858801652892524,2011-12-05 14:35:00
16000.0,12393.7,3,1377.0777777777778,2011-12-07 12:17:00
17340.0,12353.289999999999,11,30.35206388206388,2011-11-10 10:45:00
12682.0,12288.219999999998,31,23.40613333333333,2011-12-06 10:00:00
13113.0,12245.960000000003,24,61.22980000000001,2011-12-09 12:49:00
14606.0,12156.65000000007,93,4.502462962962989,2011-12-08 19:28:00
12557.0,11990.96,5,363.3624242424242,2011-11-23 16:59:00
12939.0,11581.8,8,246.42127659574467,2011-10-06 14:33:00
15125.0,11528.480000000001,15,90.77543307086616,2011-11-14 13:57:00
14194.0,11349.519999999986,21,19.601934369602738,2011-12-05 10:38:00
12971.0,11189.909999999996,86,36.688229508196706,2011-12-06 12:20:00
14895.0,11138.710000000006,20,22.366887550200815,2011-12-02 09:23:00
12409.0,11072.670000000002,3,101.584128440367,2011-09-22 10:38:00
15482.0,11054.960000000003,12,112.80571428571432,2011-11-24 10:46:00
17581.0,11045.039999999988,25,25.10236363636361,2011-12-09 12:21:00
13319.0,10845.549999999988,26,22.784768907563002,2011-12-04 13:34:00
17107.0,10815.429999999995,6,25.874234449760753,2011-11-06 14:14:00
13340.0,10736.47999999999,7,80.1229850746268,2011-10-25 13:15:00
14769.0,10674.750000000007,8,9.793348623853218,2011-12-07 10:24:00
17139.0,10668.469999999988,12,22.318974895397464,2011-11-24 10:12:00
16779.0,10629.719999999988,22,31.921081081081045,2011-12-07 14:54:00
17865.0,10526.319999999998,20,28.44951351351351,2011-11-09 12:08:00
17706.0,10504.489999999994,17,27.498664921465952,2011-12-05 13:34:00
15251.0,10484.989999999996,11,94.45936936936934,2011-11-30 15:02:00
14062.0,10464.85,12,94.27792792792793,2011-11-30 10:04:00
15615.0,10399.739999999989,23,24.585673758865223,2011-11-29 14:42:00
15502.0,10384.93,12,48.75553990610329,2011-11-24 12:48:00
16180.0,10254.180000000002,8,63.29740740740742,2011-08-31 16:28:00
16843.0,10196.570000000007,16,26.975052910052927,2011-10-28 09:06:00
12590.0,9864.260000000004,2,145.0626470588236,2011-05-12 14:52:00
13001.0,9818.820000000012,13,28.964070796460213,2011-12-05 14:51:00
13199.0,9817.120000000003,38,82.4968067226891,2011-12-06 12:30:00
15078.0,9743.110000000022,32,22.14343181818187,2011-12-02 15:41:00
12709.0,9736.519999999991,15,46.81019230769227,2011-11-24 15:38:00
13458.0,9646.570000000002,14,25.25280104712042,2011-12-02 15:29:00
14733.0,9585.909999999998,12,47.45499999999999,2011-11-23 15:39:00
16523.0,9418.470000000007,21,32.47748275862071,2011-12-08 09:06:00
12567.0,9401.279999999993,10,21.079103139013437,2011-11-17 11:02:00
14367.0,9261.520000000006,16,17.67465648854963,2011-12-01 13:19:00
14667.0,9241.200000000004,25,16.127748691099484,2011-11-29 11:30:00
18092.0,9068.260000000002,11,101.89056179775284,2011-12-07 13:14:00
13969.0,9053.940000000002,18,14.463162939297128,2011-12-02 15:11:00
12451.0,9035.519999999999,5,25.524067796610165,2011-11-29 08:40:00
13488.0,8968.309999999996,13,21.25191943127961,2011-11-22 14:41:00
13090.0,8910.82,14,57.48916129032258,2011-12-01 12:39:00
16033.0,8816.399999999987,20,7.754089709762521,2011-12-04 12:44:00
17017.0,8694.26,20,34.50103174603175,2011-12-07 09:32:00
17243.0,8676.849999999997,26,21.69212499999999,2011-12-08 13:26:00
17306.0,8631.310000000003,19,130.7774242424243,2011-11-29 12:14:00
16656.0,8625.800000000001,15,118.16164383561646,2011-11-17 14:43:00
14527.0,8508.81999999996,55,8.753930041152222,2011-12-07 12:19:00
12683.0,8476.569999999998,15,24.64119186046511,2011-12-05 16:31:00
18139.0,8438.339999999997,6,53.07132075471696,2011-11-22 10:44:00
15358.0,8347.199999999992,22,15.149183303085284,2011-12-05 09:04:00
16558.0,8338.490000000013,20,18.12715217391307,2011-12-09 10:20:00
14056.0,8214.64999999998,23,7.4273508137432005,2011-12-08 13:36:00
14936.0,8137.0199999999995,8,22.354450549450547,2011-11-06 10:30:00
16672.0,8134.94,20,71.35912280701754,2011-12-07 16:29:00
13854.0,8109.5199999999995,25,73.72290909090908,2011-12-01 09:06:00
14952.0,8099.489999999998,11,58.691956521739115,2011-10-11 10:33:00
18109.0,8052.969999999997,26,18.137319819819812,2011-12-08 11:36:00
14796.0,8022.489999999978,17,7.031104294478508,2011-12-08 15:31:00
12428.0,7956.460000000004,9,27.06278911564627,2011-11-14 08:22:00
15290.0,7943.22,18,38.93735294117647,2011-12-05 11:39:00
14849.0,7930.539999999996,25,20.439536082474216,2011-11-18 10:58:00
12757.0,7857.099999999999,13,21.178167115902962,2011-11-24 12:30:00
17811.0,7837.72999999999,39,9.21002350176262,2011-12-05 13:46:00
13093.0,7832.469999999998,8,49.26081761006289,2011-03-09 12:14:00
12435.0,7829.889999999998,2,217.49694444444438,2011-09-21 09:06:00
13629.0,7792.36,11,132.07389830508475,2011-11-16 13:21:00
15044.0,7700.229999999997,17,16.998300220750544,2011-11-20 13:20:00
15194.0,7616.529999999996,15,24.56945161290321,2011-12-06 15:10:00
18172.0,7561.68,20,40.00888888888889,2011-11-25 11:12:00
13263.0,7454.069999999956,35,4.444883720930206,2011-12-08 13:59:00
12474.0,7375.789999999998,18,17.39573113207547,2011-11-22 14:39:00
12980.0,7374.900000000001,9,368.745,2011-07-05 09:34:00
15465.0,7354.62,18,75.82082474226804,2011-11-20 10:11:00
17396.0,7330.800000000001,8,271.5111111111112,2011-10-31 14:12:00
12583.0,7281.379999999993,15,29.4792712550607,2011-12-07 08:07:00
13018.0,7277.699999999997,28,15.890174672489076,2011-11-23 13:28:00
18229.0,7276.900000000001,20,44.37134146341464,2011-11-28 09:48:00
16923.0,7247.60999999998,19,10.785133928571398,2011-11-27 13:00:00
16729.0,7239.919999999984,21,10.969575757575733,2011-11-01 14:29:00
16745.0,7194.300000000006,17,20.15210084033615,2011-09-14 11:58:00
16873.0,7123.619999999998,6,25.532688172043002,2011-12-05 12:05:00
13324.0,7121.949999999994,10,94.95933333333326,2011-11-03 16:28:00
13985.0,7060.130000000006,15,20.22959885386821,2011-12-05 17:06:00
14961.0,7044.680000000002,9,22.57910256410257,2011-11-29 09:42:00
12766.0,6989.629999999999,7,22.547193548387096,2011-12-06 08:46:00
12798.0,6977.039999999999,3,872.1299999999999,2011-11-29 15:52:00
12989.0,6924.109999999996,15,108.18921874999994,2011-12-06 15:28:00
16713.0,6923.130000000008,15,11.094759615384628,2011-11-21 12:36:00
13027.0,6912.0,6,265.84615384615387,2011-08-18 09:39:00
16187.0,6911.439999999999,15,23.42861016949152,2011-11-08 09:50:00
17416.0,6893.420000000002,7,25.6260966542751,2011-11-10 12:47:00
12705.0,6868.290000000003,9,20.56374251497007,2011-11-24 13:17:00
12476.0,6816.420000000005,11,29.25502145922749,2011-11-24 12:40:00
12830.0,6814.640000000001,6,179.3326315789474,2011-11-02 11:54:00
15023.0,6802.759999999989,11,12.10455516014233,2011-12-06 17:23:00
18055.0,6784.1900000000005,10,18.844972222222225,2011-12-02 14:25:00
15601.0,6776.559999999997,14,16.52819512195121,2011-11-28 15:15:00
16652.0,6773.970000000001,7,57.40652542372882,2011-10-12 09:38:00
16532.0,6748.8,3,1687.2,2011-11-22 11:08:00
13576.0,6717.340000000001,18,53.31222222222223,2011-11-29 15:34:00
16746.0,6697.660000000009,18,14.916837416481089,2011-12-05 12:33:00
15249.0,6688.460000000006,13,19.10988571428573,2011-11-08 11:45:00
16353.0,6675.709999999997,23,71.01819148936167,2011-12-06 12:23:00
17338.0,6643.929999999995,8,8.823280212483393,2011-11-22 14:23:00
12626.0,6620.479999999998,9,22.518639455782306,2011-11-16 16:06:00
16182.0,6617.650000000001,4,236.34464285714287,2011-09-28 13:23:00
15144.0,6580.440000000007,17,30.324608294930908,2011-12-01 15:12:00
12472.0,6572.110000000003,7,19.386755162241897,2011-11-07 14:01:00
16814.0,6509.100000000003,21,20.089814814814826,2011-11-25 13:27:00
12431.0,6487.449999999999,15,27.606170212765953,2011-11-04 11:55:00
18223.0,6484.540000000004,14,23.840220588235308,2011-12-05 09:11:00
15694.0,6479.399999999998,14,83.06923076923074,2011-12-09 09:44:00
13225.0,6463.840000000002,7,201.99500000000006,2011-12-06 13:29:00
13102.0,6424.090000000001,24,21.131875000000004,2011-12-08 12:52:00
13871.0,6403.250000000004,13,19.05729166666668,2011-11-17 10:49:00
12359.0,6372.580000000005,4,25.695887096774214,2011-10-13 12:47:00
13668.0,6363.589999999984,21,13.539553191489327,2011-12-07 12:11:00
13709.0,6328.050000000004,13,18.833482142857154,2011-12-06 10:28:00
15005.0,6316.569999999991,28,5.6448346738158985,2011-11-24 12:25:00
17315.0,6292.259999999996,38,13.302875264270604,2011-12-08 12:15:00
16126.0,6287.770000000002,4,53.74162393162395,2011-11-10 16:03:00
14057.0,6217.960000000002,17,21.89422535211268,2011-11-16 10:32:00
12357.0,6207.669999999996,1,47.38679389312974,2011-11-06 16:07:00
14060.0,6140.419999999998,19,30.39811881188118,2011-12-05 12:29:00
13418.0,6127.429999999998,18,20.156019736842097,2011-11-28 10:23:00
17509.0,6115.140000000001,8,16.708032786885248,2011-10-13 10:26:00
15939.0,6115.009999999999,15,80.46065789473683,2011-09-11 11:30:00
14735.0,6065.69,32,31.26644329896907,2011-12-06 12:09:00
12637.0,6021.900000000001,8,15.440769230769233,2011-10-03 13:46:00
13097.0,6010.419999999994,10,14.209030732860505,2011-11-07 10:43:00
13316.0,5977.730000000001,4,68.70954022988508,2011-11-02 13:40:00
14101.0,5976.79,6,170.76542857142857,2011-09-27 12:28:00
15382.0,5955.709999999999,6,19.720894039735096,2011-11-25 10:58:00
14505.0,5905.639999999987,8,7.39128911138922,2011-11-22 15:45:00
14415.0,5900.279999999999,13,10.000474576271184,2011-12-08 14:38:00
14944.0,5900.250000000002,12,34.70735294117648,2011-11-10 09:10:00
13209.0,5891.609999999999,8,18.353925233644855,2011-11-09 13:54:00
13534.0,5870.080000000015,25,19.831351351351405,2011-12-07 14:52:00
13050.0,5836.86,17,14.483523573200992,2011-11-25 09:18:00
12720.0,5781.730000000001,25,16.332570621468932,2011-12-07 08:03:00
15218.0,5756.890000000001,11,34.68006024096386,2011-11-29 11:48:00
17686.0,5739.460000000007,7,20.068041958041984,2011-12-02 15:39:00
13178.0,5725.470000000003,11,21.60554716981133,2011-11-13 16:14:00
16553.0,5719.819999999999,12,68.09309523809523,2011-06-29 15:42:00
13468.0,5704.970000000001,37,18.89062913907285,2011-12-08 10:39:00
14110.0,5683.149999999999,12,36.66548387096773,2011-12-06 12:26:00
14049.0,5681.719999999997,4,11.64286885245901,2011-11-23 12:20:00
17049.0,5659.980000000006,9,17.798679245283036,2011-12-07 10:48:00
17716.0,5655.990000000002,11,23.08567346938776,2011-11-17 12:00:00
13004.0,5655.91,18,13.999777227722772,2011-11-28 11:27:00
18118.0,5653.819999999971,26,4.420500390930392,2011-11-29 11:32:00
14688.0,5630.869999999997,21,17.219785932721702,2011-12-02 12:26:00
17757.0,5605.289999999994,30,7.564493927125498,2011-12-08 15:31:00
12481.0,5596.320000000002,10,25.789493087557616,2011-11-17 08:29:00
12839.0,5591.420000000003,14,17.807070063694276,2011-12-07 12:33:00
16767.0,5580.599999999999,11,25.137837837837836,2011-11-09 09:42:00
16161.0,5575.559999999998,19,11.762784810126577,2011-12-08 12:10:00
12539.0,5568.349999999995,4,20.396886446886427,2011-11-17 13:30:00
15805.0,5528.479999999997,17,18.36704318936876,2011-11-16 16:32:00
18225.0,5509.12,12,20.328856088560887,2011-12-06 13:27:00
16609.0,5493.460000000006,7,19.903840579710167,2011-11-24 13:32:00
16985.0,5464.120000000001,10,45.53433333333334,2011-11-22 13:33:00
16265.0,5447.000000000003,9,21.112403100775204,2011-11-30 16:41:00
18198.0,5425.560000000004,17,34.12301886792456,2011-12-05 14:49:00
12490.0,5417.9299999999985,10,22.113999999999994,2011-12-04 16:07:00
